0,62.700924320281,0.244746340210268,-137.625,-0.0647047612756282,0.241481456572266,0,128
128,54.1753962176565,31.5652426226131,-150.125,-0.176776695296638,0.176776695296638,0,128
256,31.1660758504976,54.4155790491029,-137.625,-0.241481456572266,0.0647047612756282,0,128
384,-0.236593190710398,62.7031089501053,-150.125,-0.241481456572266,-0.0647047612756282,0,128
512,-31.5637464233784,54.1768924168911,-137.625,-0.176776695296638,-0.176776695296638,0,128
640,-54.4194459346165,31.1516444372937,-150.125,-0.0647047612756282,-0.241481456572266,0,128
768,-62.7037067640515,-0.234362118689624,-137.625,0.0647047612756282,-0.241481456572266,0,128
896,-54.1854680860458,-31.5551707542238,-150.125,0.176776695296638,-0.176776695296638,0,128
1024,-31.1469852715233,-54.4206943543221,-137.625,0.241481456572266,-0.0647047612756282,0,128
1152,0.215492950282284,-62.7087627424881,-150.125,0.241481456572266,0.0647047612756282,0,128
1280,31.5645470873714,-54.1760917528982,-137.625,0.176776695296638,0.176776695296638,0,128
1408,54.4215454095737,-31.143809090084,-150.125,0.0647047612756282,0.241481456572266,0,128
2048,62.6995680921853,0.249807852369964,150.125,-0.0647047612756282,0.241481456572266,0,128
2176,54.191386305593,31.5492525346766,137.625,-0.176776695296638,0.176776695296638,0,128
2304,31.1481982977488,54.4203693249246,150.125,-0.241481456572266,0.0647047612756282,0,128
2432,-0.24644565211411,62.7004689910287,137.625,-0.241481456572266,-0.0647047612756282,0,128
2560,-31.5627214100454,54.1779174302242,150.125,-0.176776695296638,-0.176776695296638,0,128
2688,-54.4216410337964,31.1434522156266,137.625,-0.0647047612756282,-0.241481456572266,0,128
2816,-62.7028329292997,-0.237623314380773,150.125,0.0647047612756282,-0.241481456572266,0,128
2944,-54.1910872250885,-31.5495516151811,137.625,0.176776695296638,-0.176776695296638,0,128
3072,-31.1489023050386,-54.4201806867398,150.125,0.241481456572266,-0.0647047612756282,0,128
3200,0.230175287385245,-62.7048286221183,137.625,0.241481456572266,0.0647047612756282,0,128
3328,31.5601913781216,-54.180447462148,150.125,0.176776695296638,0.176776695296638,0,128
3456,54.4150054868604,-31.1682164139276,137.625,0.0647047612756282,0.241481456572266,0,128
