#chipID,i_n[efficiency]
1,18,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2,18,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
3,18,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
4,18,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
5,18,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
6,18,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
33,18,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
34,18,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
35,18,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
36,18,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
37,18,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
38,18,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
65,18,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
66,18,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
67,18,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
68,18,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
69,18,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
70,18,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
97,18,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
98,18,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
99,18,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
100,18,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
101,18,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
102,18,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
129,18,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
130,18,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
131,18,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
132,18,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
133,18,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
134,18,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
161,18,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
162,18,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
163,18,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
164,18,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
165,18,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
166,18,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
193,18,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
194,18,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
195,18,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
196,18,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
197,18,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
198,18,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
225,18,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
226,18,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
227,18,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
228,18,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
229,18,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
230,18,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1025,18,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1026,18,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1027,18,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1028,18,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1029,18,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1030,18,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1057,18,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1058,18,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1059,18,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1060,18,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1061,18,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1062,18,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1089,18,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1090,18,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1091,18,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1092,18,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1093,18,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1094,18,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1121,18,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1122,18,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1123,18,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1124,18,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1125,18,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1126,18,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1153,18,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1154,18,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1155,18,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1156,18,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1157,18,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1158,18,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1185,18,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1186,18,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1187,18,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1188,18,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1189,18,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1190,18,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1217,18,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1218,18,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1219,18,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1220,18,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1221,18,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1222,18,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1249,18,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1250,18,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1251,18,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1252,18,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1253,18,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1254,18,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1281,18,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1282,18,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1283,18,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1284,18,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1285,18,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1286,18,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1313,18,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1314,18,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1315,18,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1316,18,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1317,18,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1318,18,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
