1,17.1486,18.9446,-41.51,0.0,0.0,0.0,
2,17.1486,18.9446,-20.81,0.0,0.0,0.0,
3,17.1486,18.9446,-0.11,0.0,0.0,0.0,
4,17.1486,18.9446,20.59,0.0,0.0,0.0,
5,17.1486,18.9446,41.29,0.0,0.0,0.0,
6,17.1486,18.9446,61.99,0.0,0.0,0.0,
33,-1.26993,25.5217,-41.51,0.0,0.0,0.0,
34,-1.26993,25.5217,-20.81,0.0,0.0,0.0,
35,-1.26993,25.5217,-0.11,0.0,0.0,0.0,
36,-1.26993,25.5217,20.59,0.0,0.0,0.0,
37,-1.26993,25.5217,41.29,0.0,0.0,0.0,
38,-1.26993,25.5217,61.99,0.0,0.0,0.0,
65,-18.9446,17.1486,-41.51,0.0,0.0,0.0,
66,-18.9446,17.1486,-20.81,0.0,0.0,0.0,
67,-18.9446,17.1486,-0.11,0.0,0.0,0.0,
68,-18.9446,17.1486,20.59,0.0,0.0,0.0,
69,-18.9446,17.1486,41.29,0.0,0.0,0.0,
70,-18.9446,17.1486,61.99,0.0,0.0,0.0,
97,-25.5217,-1.26993,-41.51,0.0,0.0,0.0,
98,-25.5217,-1.26993,-20.81,0.0,0.0,0.0,
99,-25.5217,-1.26993,-0.11,0.0,0.0,0.0,
100,-25.5217,-1.26993,20.59,0.0,0.0,0.0,
101,-25.5217,-1.26993,41.29,0.0,0.0,0.0,
102,-25.5217,-1.26993,61.99,0.0,0.0,0.0,
257,-17.1486,-18.9446,-41.51,0.0,0.0,0.0,
258,-17.1486,-18.9446,-20.81,0.0,0.0,0.0,
259,-17.1486,-18.9446,-0.11,0.0,0.0,0.0,
260,-17.1486,-18.9446,20.59,0.0,0.0,0.0,
261,-17.1486,-18.9446,41.29,0.0,0.0,0.0,
262,-17.1486,-18.9446,61.99,0.0,0.0,0.0,
289,1.26993,-25.5217,-41.51,0.0,0.0,0.0,
290,1.26993,-25.5217,-20.81,0.0,0.0,0.0,
291,1.26993,-25.5217,-0.11,0.0,0.0,0.0,
292,1.26993,-25.5217,20.59,0.0,0.0,0.0,
293,1.26993,-25.5217,41.29,0.0,0.0,0.0,
294,1.26993,-25.5217,61.99,0.0,0.0,0.0,
321,18.9446,-17.1486,-41.51,0.0,0.0,0.0,
322,18.9446,-17.1486,-20.81,0.0,0.0,0.0,
323,18.9446,-17.1486,-0.11,0.0,0.0,0.0,
324,18.9446,-17.1486,20.59,0.0,0.0,0.0,
325,18.9446,-17.1486,41.29,0.0,0.0,0.0,
326,18.9446,-17.1486,61.99,0.0,0.0,0.0,
353,25.5217,1.26993,-41.51,0.0,0.0,0.0,
354,25.5217,1.26993,-20.81,0.0,0.0,0.0,
355,25.5217,1.26993,-0.11,0.0,0.0,0.0,
356,25.5217,1.26993,20.59,0.0,0.0,0.0,
357,25.5217,1.26993,41.29,0.0,0.0,0.0,
358,25.5217,1.26993,61.99,0.0,0.0,0.0,
1025,24.764,19.5493,-41.51,0.0,0.0,0.0,
1026,24.764,19.5493,-20.81,0.0,0.0,0.0,
1027,24.764,19.5493,-0.11,0.0,0.0,0.0,
1028,24.764,19.5493,20.59,0.0,0.0,0.0,
1029,24.764,19.5493,41.29,0.0,0.0,0.0,
1030,24.764,19.5493,61.99,0.0,0.0,0.0,
1057,8.54368,30.3716,-41.51,0.0,0.0,0.0,
1058,8.54368,30.3716,-20.81,0.0,0.0,0.0,
1059,8.54368,30.3716,-0.11,0.0,0.0,0.0,
1060,8.54368,30.3716,20.59,0.0,0.0,0.0,
1061,8.54368,30.3716,41.29,0.0,0.0,0.0,
1062,8.54368,30.3716,61.99,0.0,0.0,0.0,
