1,17.2486,18.9446,-41.51,0.0306147,-0.0739104,9.79717e-18,8.27492e-18,-7.1768e-18,-0.08
2,17.3486,18.9446,-20.81,0.0306147,-0.0739104,9.79717e-18,8.27492e-18,-7.1768e-18,-0.08
3,17.1486,18.9446,-0.11,0.0306147,-0.0739104,9.79717e-18,8.27492e-18,-7.1768e-18,-0.08
4,17.4486,18.9446,20.59,0.0306147,-0.0739104,9.79717e-18,8.27492e-18,-7.1768e-18,-0.08
5,17.5486,18.9446,41.29,0.0306147,-0.0739104,9.79717e-18,8.27492e-18,-7.1768e-18,-0.08
6,17.1486,18.9446,61.99,0.0306147,-0.0739104,9.79717e-18,8.27492e-18,-7.1768e-18,-0.08
33,-1.26993,25.5217,-41.51,0.0739104,-0.0306147,9.79717e-18,1.0926e-17,7.76488e-19,-0.08
34,-1.26993,25.5217,-20.81,0.0739104,-0.0306147,9.79717e-18,1.0926e-17,7.76488e-19,-0.08
35,-1.26993,25.5217,-0.11,0.0739104,-0.0306147,9.79717e-18,1.0926e-17,7.76488e-19,-0.08
36,-1.26993,25.5217,20.59,0.0739104,-0.0306147,9.79717e-18,1.0926e-17,7.76488e-19,-0.08
37,-1.26993,25.5217,41.29,0.0739104,-0.0306147,9.79717e-18,1.0926e-17,7.76488e-19,-0.08
38,-1.26993,25.5217,61.99,0.0739104,-0.0306147,9.79717e-18,1.0926e-17,7.76488e-19,-0.08
65,-18.9446,17.1486,-41.51,0.0739104,0.0306147,9.79717e-18,7.1768e-18,8.27492e-18,-0.08
66,-18.9446,17.1486,-20.81,0.0739104,0.0306147,9.79717e-18,7.1768e-18,8.27492e-18,-0.08
67,-18.9446,17.1486,-0.11,0.0739104,0.0306147,9.79717e-18,7.1768e-18,8.27492e-18,-0.08
68,-18.9446,17.1486,20.59,0.0739104,0.0306147,9.79717e-18,7.1768e-18,8.27492e-18,-0.08
69,-18.9446,17.1486,41.29,0.0739104,0.0306147,9.79717e-18,7.1768e-18,8.27492e-18,-0.08
70,-18.9446,17.1486,61.99,0.0739104,0.0306147,9.79717e-18,7.1768e-18,8.27492e-18,-0.08
97,-25.5217,-1.26993,-41.51,0.0306147,0.0739104,9.79717e-18,-7.76488e-19,1.0926e-17,-0.08
98,-25.5217,-1.26993,-20.81,0.0306147,0.0739104,9.79717e-18,-7.76488e-19,1.0926e-17,-0.08
99,-25.5217,-1.26993,-0.11,0.0306147,0.0739104,9.79717e-18,-7.76488e-19,1.0926e-17,-0.08
100,-25.5217,-1.26993,20.59,0.0306147,0.0739104,9.79717e-18,-7.76488e-19,1.0926e-17,-0.08
101,-25.5217,-1.26993,41.29,0.0306147,0.0739104,9.79717e-18,-7.76488e-19,1.0926e-17,-0.08
102,-25.5217,-1.26993,61.99,0.0306147,0.0739104,9.79717e-18,-7.76488e-19,1.0926e-17,-0.08
257,-17.1486,-18.9446,-41.51,-0.0306147,0.0739104,9.79717e-18,-8.27492e-18,7.1768e-18,-0.08
258,-17.1486,-18.9446,-20.81,-0.0306147,0.0739104,9.79717e-18,-8.27492e-18,7.1768e-18,-0.08
259,-17.1486,-18.9446,-0.11,-0.0306147,0.0739104,9.79717e-18,-8.27492e-18,7.1768e-18,-0.08
260,-17.1486,-18.9446,20.59,-0.0306147,0.0739104,9.79717e-18,-8.27492e-18,7.1768e-18,-0.08
261,-17.1486,-18.9446,41.29,-0.0306147,0.0739104,9.79717e-18,-8.27492e-18,7.1768e-18,-0.08
262,-17.1486,-18.9446,61.99,-0.0306147,0.0739104,9.79717e-18,-8.27492e-18,7.1768e-18,-0.08
289,1.26993,-25.5217,-41.51,-0.0739104,0.0306147,9.79717e-18,-1.0926e-17,-7.76488e-19,-0.08
290,1.26993,-25.5217,-20.81,-0.0739104,0.0306147,9.79717e-18,-1.0926e-17,-7.76488e-19,-0.08
291,1.26993,-25.5217,-0.11,-0.0739104,0.0306147,9.79717e-18,-1.0926e-17,-7.76488e-19,-0.08
292,1.26993,-25.5217,20.59,-0.0739104,0.0306147,9.79717e-18,-1.0926e-17,-7.76488e-19,-0.08
293,1.26993,-25.5217,41.29,-0.0739104,0.0306147,9.79717e-18,-1.0926e-17,-7.76488e-19,-0.08
294,1.26993,-25.5217,61.99,-0.0739104,0.0306147,9.79717e-18,-1.0926e-17,-7.76488e-19,-0.08
321,18.9446,-17.1486,-41.51,-0.0739104,-0.0306147,9.79717e-18,-7.1768e-18,-8.27492e-18,-0.08
322,18.9446,-17.1486,-20.81,-0.0739104,-0.0306147,9.79717e-18,-7.1768e-18,-8.27492e-18,-0.08
323,18.9446,-17.1486,-0.11,-0.0739104,-0.0306147,9.79717e-18,-7.1768e-18,-8.27492e-18,-0.08
324,18.9446,-17.1486,20.59,-0.0739104,-0.0306147,9.79717e-18,-7.1768e-18,-8.27492e-18,-0.08
325,18.9446,-17.1486,41.29,-0.0739104,-0.0306147,9.79717e-18,-7.1768e-18,-8.27492e-18,-0.08
326,18.9446,-17.1486,61.99,-0.0739104,-0.0306147,9.79717e-18,-7.1768e-18,-8.27492e-18,-0.08
353,25.5217,1.26993,-41.51,-0.0306147,-0.0739104,9.79717e-18,7.76488e-19,-1.0926e-17,-0.08
354,25.5217,1.26993,-20.81,-0.0306147,-0.0739104,9.79717e-18,7.76488e-19,-1.0926e-17,-0.08
